"","ID","Profit9","Online9","Age9","Inc9","Tenure9","District9","Profit0","Online0","Billpay9","Billpay0","fDistrict9","NAge","AgeImpt","MissingAge","NInc","IncImpt","MissingInc","D1100","D1200"
"189",189,177,0,7,2,8.91,1200,210,0,0,0,"1200",7,7,0,2,2,0,0,1
"190",190,14,0,2,9,5.08,1200,-82,0,0,0,"1200",2,2,0,9,9,0,0,1
"191",191,-40,1,3,6,3.66,1200,NA,NA,0,NA,"1200",3,3,0,6,6,0,0,1
"192",192,216,0,3,8,5,1200,2726,1,0,0,"1200",3,3,0,8,8,0,0,1
"193",193,-107,0,NA,NA,4.5,1100,-133,0,0,0,"1100",4.04604840436924,3.89058650692128,1,5.45877722158046,4.06997737023594,1,1,0
"194",194,-37,0,2,6,6.58,1300,3,0,0,0,"1300",2,2,0,6,6,0,0,0
"195",195,33,0,3,1,2.41,1200,7,0,0,0,"1200",3,3,0,1,1,0,0,1
"196",196,22,0,NA,NA,17.66,1200,252,0,0,0,"1200",4.04604840436924,4.62617397105162,1,5.45877722158046,5.76238331812187,1,0,1
"197",197,-65,0,4,7,9.75,1200,-72,0,0,0,"1200",4,4,0,7,7,0,0,1
"198",198,-17,1,4,5,13.16,1300,34,1,0,0,"1300",4,4,0,5,5,0,0,0
"199",199,-26,0,NA,NA,4.33,1200,NA,NA,0,NA,"1200",4.04604840436924,3.56482049485195,1,5.45877722158046,5.56515912744001,1,0,1
"200",200,126,0,2,8,4.91,1200,168,0,0,0,"1200",2,2,0,8,8,0,0,1
"201",201,382,0,4,6,14.91,1200,368,0,0,0,"1200",4,4,0,6,6,0,0,1
"202",202,5,0,5,3,22.5,1100,-3,0,0,0,"1100",5,5,0,3,3,0,1,0
"203",203,-88,0,2,6,7.75,1200,-171,0,0,0,"1200",2,2,0,6,6,0,0,1
"204",204,204,0,7,2,15.16,1200,337,0,0,0,"1200",7,7,0,2,2,0,0,1
"205",205,170,0,5,5,5,1200,81,0,0,0,"1200",5,5,0,5,5,0,0,1
"206",206,-24,0,5,4,20.58,1200,-9,0,0,0,"1200",5,5,0,4,4,0,0,1
"207",207,-24,0,NA,NA,2.91,1300,NA,NA,0,NA,"1300",4.04604840436924,3.53078755976483,1,5.45877722158046,4.58188432729223,1,0,0
"208",208,273,0,5,9,30.08,1200,315,0,0,0,"1200",5,5,0,9,9,0,0,1
"209",209,404,0,4,6,3.5,1200,278,0,0,0,"1200",4,4,0,6,6,0,0,1
"210",210,-10,1,4,6,4.5,1300,447,1,0,0,"1300",4,4,0,6,6,0,0,0
"211",211,98,0,7,1,18.16,1200,111,0,0,0,"1200",7,7,0,1,1,0,0,1
"212",212,11,0,3,7,1.91,1300,131,0,0,0,"1300",3,3,0,7,7,0,0,0
"213",213,-17,0,7,9,27.25,1200,-36,0,0,0,"1200",7,7,0,9,9,0,0,1
"214",214,1,0,1,7,2.75,1100,NA,NA,0,NA,"1100",1,1,0,7,7,0,1,0
"215",215,-179,1,4,6,11.08,1200,-189,1,0,0,"1200",4,4,0,6,6,0,0,1
"216",216,0,1,NA,NA,4.91,1200,-24,1,0,0,"1200",4.04604840436924,2.95645134975524,1,5.45877722158046,6.02527570783538,1,0,1
"217",217,-33,0,2,1,5.16,1200,NA,NA,0,NA,"1200",2,2,0,1,1,0,0,1
"218",218,746,1,4,3,18.25,1200,799,0,0,0,"1200",4,4,0,3,3,0,0,1
"219",219,175,0,NA,NA,13.66,1200,13,1,0,0,"1200",4.04604840436924,4.30768830677565,1,5.45877722158046,5.70320126540413,1,0,1
"220",220,-110,0,2,6,5.75,1200,-98,0,0,0,"1200",2,2,0,6,6,0,0,1
"221",221,7,0,7,6,22.08,1200,86,0,0,0,"1200",7,7,0,6,6,0,0,1
"222",222,259,0,7,1,16.16,1200,293,0,0,0,"1200",7,7,0,1,1,0,0,1
"223",223,44,0,NA,NA,5.33,1200,47,0,0,0,"1200",4.04604840436924,3.64444191092094,1,5.45877722158046,5.57995464061944,1,0,1
"224",224,160,0,4,5,25.33,1200,NA,NA,0,NA,"1200",4,4,0,5,5,0,0,1
"225",225,246,0,NA,NA,16.58,1200,NA,NA,0,NA,"1200",4.04604840436924,4.54018284169711,1,5.45877722158046,5.74640416388808,1,0,1
"226",226,73,0,7,5,8.25,1200,164,0,0,0,"1200",7,7,0,5,5,0,0,1
"227",227,-78,0,3,4,4.58,1200,-37,0,0,0,"1200",3,3,0,4,4,0,0,1
"228",228,177,0,4,6,4.16,1200,62,0,0,0,"1200",4,4,0,6,6,0,0,1
"229",229,13,0,NA,NA,4.5,1100,-23,0,0,0,"1100",4.04604840436924,3.89058650692128,1,5.45877722158046,4.06997737023594,1,1,0
"230",230,-1,0,NA,NA,12,1200,83,0,0,0,"1200",4.04604840436924,4.17551675610112,1,5.45877722158046,5.67864071352627,1,0,1
"231",231,401,0,NA,NA,4.66,1200,215,1,0,0,"1200",4.04604840436924,3.59109556215472,1,5.45877722158046,5.57004164678922,1,0,1
"232",232,335,0,4,6,5.25,1200,315,0,0,0,"1200",4,4,0,6,6,0,0,1
"233",233,-109,0,NA,NA,9.16,1200,NA,NA,0,NA,"1200",4.04604840436924,3.94939193446518,1,5.45877722158046,5.63662145609668,1,0,1
"234",234,1088,0,6,4,26.91,1200,1162,0,0,0,"1200",6,6,0,4,4,0,0,1
"235",235,-30,1,2,NA,5.08,1200,-29,1,0,0,"1200",2,2,0,5.45877722158046,6.02779094507588,1,0,1
"236",236,-10,0,4,6,15.33,1200,0,0,0,0,"1200",4,4,0,6,6,0,0,1
"237",237,400,0,7,7,9,1300,402,0,0,0,"1300",7,7,0,7,7,0,0,0
"238",238,285,0,2,3,11.41,1200,143,0,0,0,"1200",2,2,0,3,3,0,0,1
"239",239,165,0,NA,NA,4.41,1300,NA,NA,0,NA,"1300",4.04604840436924,3.65021968386832,1,5.45877722158046,4.60407759706138,1,0,0
"240",240,128,0,3,NA,2.25,1200,395,0,0,0,"1200",3,3,0,5.45877722158046,5.53438446002679,1,0,1
"241",241,-27,1,2,6,0.5,1200,NA,NA,0,NA,"1200",2,2,0,6,6,0,0,1
"242",242,-48,0,3,7,1.5,1200,-7,0,0,0,"1200",3,3,0,7,7,0,0,1
